Symbol,Company Name,Market Cap,% Change,Volume,Revenue
DBI,Designer Brands Inc.,241.08M,6.57%,1221213,3.05B
HBB,Hamilton Beach Brands Holding Company,225.45M,1.48%,12424,647.83M
LANV,Lanvin Group Holdings Limited,222.91M,-5.00%,120569,409.96M
AOUT,"American Outdoor Brands, Inc.",222.60M,5.57%,76334,201.60M
LAKE,"Lakeland Industries, Inc.",221.89M,3.27%,113366,151.82M
KFS,Kingsway Financial Services Inc.,218.93M,-0.63%,15469,108.63M
CTRN,"Citi Trends, Inc.",210.31M,2.67%,71470,757.09M
LOGC,ContextLogic Inc.,210.02M,2.17%,279573,96.00M
ESCA,"Escalade, Incorporated",208.02M,2.81%,7451,253.07M
GENK,"GEN Restaurant Group, Inc.",204.67M,-0.32%,64757,198.83M
LAZR,"Luminar Technologies, Inc.",189.12M,6.97%,1555754,75.03M
FLL,"Full House Resorts, Inc.",188.69M,2.71%,159072,279.13M
RCKY,"Rocky Brands, Inc.",188.51M,1.12%,42971,451.67M
BZUN,Baozun Inc.,187.60M,4.84%,213938,1.31B
NWTN,NWTN Inc.,186.02M,-,21833,583.00K
CLAR,Clarus Corporation,185.67M,5.68%,208285,269.41M
FTEL,Fitell Corporation,185.34M,-2.64%,611333,4.47M
KEQU,Kewaunee Scientific Corporation,184.54M,3.44%,17281,199.64M
VIRC,Virco Mfg. Corporation,184.07M,5.12%,143858,280.38M
AKA,a.k.a. Brands Holding Corp.,182.91M,7.98%,14669,564.59M
PLBY,"PLBY Group, Inc.",179.18M,7.53%,530017,124.76M
ELA,Envela Corporation,179.11M,3.45%,11356,165.95M
NEGG,"Newegg Commerce, Inc.",171.35M,2.94%,324727,1.39B
BRLT,"Brilliant Earth Group, Inc.",165.57M,-3.45%,64170,426.98M
MED,"Medifast, Inc.",164.78M,0.98%,103008,674.48M
QRTEB,"Qurate Retail, Inc.",164.35M,7.28%,1715,10.24B
REE,REE Automotive Ltd.,161.09M,-0.36%,16018,626.00K
RMBL,"RumbleOn, Inc.",160.49M,3.66%,106916,1.25B
NIU,Niu Technologies,159.85M,4.04%,471709,420.24M
DIBS,"1stdibs.Com, Inc.",151.16M,3.50%,114025,86.41M
DXLG,"Destination XL Group, Inc.",148.80M,3.01%,120881,484.95M
QRTEA,"Qurate Retail, Inc.",147.94M,2.67%,977981,10.24B
STRT,Strattec Security Corporation,146.96M,-1.15%,11672,541.41M
HOFT,Hooker Furnishings Corporation,137.04M,7.00%,119117,389.78M
BRAG,Bragg Gaming Group Inc.,135.72M,4.62%,117032,109.52M
MAMO,Massimo Group,129.53M,1.62%,13367,130.71M
SRI,"Stoneridge, Inc.",129.03M,6.39%,390599,919.56M
CAAS,"China Automotive Systems, Inc.",126.17M,3.46%,21066,621.38M
LCUT,"Lifetime Brands, Inc.",124.52M,-2.77%,78848,670.89M
MPAA,"Motorcar Parts of America, Inc.",124.27M,-0.79%,30594,739.41M
TLYS,"Tilly's, Inc.",123.92M,-1.91%,51423,595.19M
BSET,"Bassett Furniture Industries, Incorporated",122.78M,-1.06%,4120,329.92M
VCSA,"Vacasa, Inc.",119.62M,4.72%,709444,949.94M
GGR,Gogoro Inc.,118.23M,3.63%,226393,329.04M
PLCE,"The Children's Place, Inc.",116.90M,-0.16%,240510,1.43B
TOUR,Tuniu Corporation,116.66M,0.11%,157122,72.83M
UFI,"Unifi, Inc.",113.26M,-0.80%,33302,590.74M
STKS,"The ONE Group Hospitality, Inc.",112.62M,-0.82%,41400,541.40M
PRPL,"Purple Innovation, Inc.",111.48M,-0.96%,310367,504.84M
BRIA,Brillia Inc,105.35M,-0.29%,7393,55.76M
CPHC,Canterbury Park Holding Corporation,104.16M,0.39%,812,62.11M
RRGB,"Red Robin Gourmet Burgers, Inc.",103.31M,-0.17%,174364,1.27B
DLTH,Duluth Holdings Inc.,101.66M,1.40%,24645,630.97M
VRA,"Vera Bradley, Inc.",100.65M,1.40%,217731,405.27M
THCH,TH International Limited,99.85M,-3.07%,1950,207.03M
FOSL,"Fossil Group, Inc.",95.75M,13.21%,396185,1.22B
CNTY,"Century Casinos, Inc.",95.42M,-0.32%,33507,581.91M
VIOT,"Viomi Technology Co., Ltd",94.16M,1.47%,62551,306.75M
KNDI,"Kandi Technologies Group, Inc.",91.24M,0.95%,103079,118.13M
RECT,Rectitude Holdings Ltd,88.16M,-1.94%,1741,30.67M
GORV,"Lazydays Holdings, Inc.",87.87M,-2.43%,29055,920.77M
GAN,GAN Limited,85.22M,-,82238,134.02M
DTC,"Solo Brands, Inc.",84.34M,-3.15%,205083,476.33M
AZI,Autozi Internet Technology (Global) Ltd.,82.67M,0.13%,28681,124.74M
HOUR,"Hour Loop, Inc.",81.53M,-2.93%,126158,143.31M
GRWG,GrowGeneration Corp.,81.16M,0.74%,405979,200.88M
WW,"WW International, Inc.",75.59M,-8.11%,3994408,807.47M
NDLS,Noodles & Company,75.37M,0.61%,198107,495.82M
WPRT,Westport Fuel Systems Inc.,74.77M,4.32%,25974,314.36M
SPWH,"Sportsman's Warehouse Holdings, Inc.",74.02M,0.52%,326169,1.23B
YYGH,YY Group Holding Limited,68.86M,1.63%,36557,37.37M
CULP,"Culp, Inc.",66.44M,1.15%,11452,222.16M
YTRA,"Yatra Online, Inc.",65.48M,-,52122,66.25M
PRTS,"CarParts.com, Inc.",65.44M,-2.56%,196325,611.71M
CVGI,"Commercial Vehicle Group, Inc.",64.70M,-3.38%,522970,913.00M
FATBB,FAT Brands Inc.,63.68M,-1.79%,1930,606.01M
CATO,The Cato Corporation,63.33M,-3.24%,34548,666.78M
FAT,FAT Brands Inc.,62.73M,-8.29%,124796,606.01M
FFIE,Faraday Future Intelligent Electric Inc.,62.10M,3.79%,5177984,537.00K
NHTC,Natural Health Trends Corp.,60.48M,-0.94%,17017,43.05M
RGS,Regis Corporation,57.27M,-,60463,195.67M
SUP,"Superior Industries International, Inc.",56.33M,9.55%,160535,1.27B
ISPO,Inspirato Incorporated,52.56M,-3.76%,11473,287.45M
NTZ,Natuzzi S.p.A.,52.43M,-4.80%,322,365.85M
BIRD,"Allbirds, Inc.",52.35M,3.29%,45699,205.90M
SYPR,"Sypris Solutions, Inc.",50.88M,2.31%,83329,141.47M
BDL,"Flanigan's Enterprises, Inc.",46.58M,0.76%,2100,188.10M
CRWS,"Crown Crafts, Inc.",46.56M,-0.22%,13566,87.05M
SPHL,Springview Holdings Ltd,45.58M,10.42%,15357,11.02M
VNCE,Vince Holding Corp.,45.27M,3.16%,335823,288.81M
ARKR,Ark Restaurants Corp.,45.02M,1.79%,2656,183.55M
TLF,"Tandy Leather Factory, Inc.",42.70M,3.26%,41671,74.76M
JRSH,"Jerash Holdings (US), Inc.",42.18M,0.31%,6839,130.27M
LVLU,"Lulu's Fashion Lounge Holdings, Inc.",37.67M,5.88%,22531,324.70M
ROLR,"High Roller Technologies, Inc.",37.62M,-3.19%,14305,27.02M
RAVE,"Rave Restaurant Group, Inc.",36.26M,2.71%,10535,12.11M
BGFV,Big 5 Sporting Goods Corporation,33.66M,1.32%,132061,810.20M
SOND,Sonder Holdings Inc.,33.32M,-1.95%,14244,623.24M
ECDA,"ECD Automotive Design, Inc.",31.77M,6.83%,39703,25.73M
CENN,Cenntro Inc.,31.48M,-0.97%,110532,37.05M
WKSP,Worksport Ltd.,30.90M,2.75%,690991,6.40M
INTG,The InterGroup Corporation,29.94M,-1.00%,1676,59.54M
LIVE,Live Ventures Incorporated,29.49M,-3.67%,4697,472.84M
RENT,"Rent the Runway, Inc.",28.53M,-5.41%,99068,305.60M
BGI,Birks Group Inc.,28.19M,-13.10%,433803,131.60M
OESX,"Orion Energy Systems, Inc.",26.62M,-0.11%,31748,91.65M
GTIM,Good Times Restaurants Inc.,26.43M,-0.80%,12233,142.32M
ZOOZ,ZOOZ Power Ltd.,24.61M,-2.86%,3895,506.66K
WKHS,Workhorse Group Inc.,21.54M,8.41%,1498010,9.10M
IPW,iPower Inc.,21.46M,-1.04%,25349,78.57M
SAG,SAG Holdings Limited,20.94M,-7.83%,91733,56.39M
MOGU,MOGU Inc.,20.66M,-0.59%,8927,19.80M
OCG,Oriental Culture Holding LTD,20.61M,-4.31%,878,1.23M
PNST,Pinstripes Holdings Inc.,20.29M,-7.30%,30421,123.58M
KIRK,"Kirkland's, Inc.",20.20M,1.32%,51809,458.41M
LITB,"LightInTheBox Holding Co., Ltd.",20.04M,-6.03%,2650,333.09M
MGIH,Millennium Group International Holdings Limited,19.86M,3.22%,107147,38.53M
JZXN,"Jiuzi Holdings, Inc.",19.05M,-5.67%,36495,7.60M
NAAS,NaaS Technology Inc.,19.03M,-4.64%,124088,43.26M
FRSX,Foresight Autonomous Holdings Ltd.,18.68M,-1.02%,65592,473.00K
MULN,"Mullen Automotive, Inc.",16.63M,3.05%,9687722,1.09M
ATER,"Aterian, Inc.",16.63M,19.79%,600706,107.19M
REBN,"Reborn Coffee, Inc.",16.42M,-12.18%,3534219,5.50M
TKLF,"Tokyo Lifestyle Co., Ltd.",16.04M,5.57%,8143,219.52M
YHGJ,Yunhong Green CTI Ltd.,15.38M,-5.25%,15106,18.56M
NCL,Northann Corp.,15.09M,-2.86%,43336,15.58M
PMNT,Perfect Moment Ltd.,14.89M,16.25%,310261,22.38M
JL,J-Long Group Limited,14.32M,-2.56%,129387,28.38M
MI,NFT Limited,13.01M,0.92%,41824,1.27M
JBDI,JBDI Holdings Limited,12.86M,11.02%,5114343,9.39M
AIEV,"Thunder Power Holdings, Inc.",12.74M,-0.32%,90532,-
HWH,HWH International Inc.,12.66M,-4.28%,427425,1.17M
FLYE,"Fly-E Group, Inc.",12.34M,11.48%,224320,30.30M
PETZ,"TDH Holdings, Inc.",12.28M,1.71%,5527,3.28M
MMA,Mixed Martial Arts Group Limited,11.73M,-4.40%,12537,375.18K
LOBO,Lobo EV Technologies Ltd.,11.48M,-1.63%,1944,19.47M
BTBD,"BT Brands, Inc.",11.17M,0.56%,1951,14.65M
NCI,Neo-Concept International Group Holdings Limited,11.16M,-6.37%,84208,22.48M
NTRP,"NextTrip, Inc.",10.66M,-5.37%,9577,623.66K
CHSN,Chanson International Holding,10.30M,3.93%,1195651,15.98M
XELB,"Xcel Brands, Inc.",9.65M,-3.38%,67872,9.34M
PEV,Phoenix Motor Inc.,9.51M,2.23%,286048,21.64M
YJ,Yunji Inc.,9.24M,9.30%,12296,66.96M
CJET,"Chijet Motor Company, Inc.",9.16M,1.18%,6985,10.28M
LGCB,Linkage Global Inc,8.65M,-3.40%,95223,10.29M
FGI,FGI Industries Ltd.,8.21M,-1.33%,13112,127.18M
UCAR,U Power Limited,8.21M,-1.62%,122825,4.27M
YOSH,Yoshiharu Global Co.,7.83M,47.55%,323490,11.65M
CREV,Carbon Revolution Public Limited Company,7.44M,0.25%,12694,39.26M
MRM,MEDIROM Healthcare Technologies Inc.,7.39M,-1.58%,34807,44.46M
GDHG,Golden Heaven Group Holdings Ltd.,7.38M,3.47%,15146,22.33M
FORD,"Forward Industries, Inc.",7.31M,2.15%,41989,30.20M
EJH,E-Home Household Service Holdings Limited,7.21M,-18.71%,821616,50.69M
LTRY,Lottery.com Inc.,7.04M,88.33%,127594764,6.14M
DSS,"DSS, Inc.",6.76M,8.14%,35111,25.02M
EFOI,"Energy Focus, Inc.",6.68M,0.79%,7132,5.98M
EVTV,"Envirotech Vehicles, Inc.",6.44M,-0.31%,795084,1.73M
JWEL,Jowell Global Ltd.,6.39M,6.61%,2364,160.01M
VEEE,Twin Vee Powercats Co.,6.14M,-3.60%,28881,20.95M
YYAI,Connexa Sports Technologies Inc.,5.82M,-0.15%,252292,-
WNW,Meiwu Technology Company Limited,5.64M,0.83%,1665342,380.35K
CTNT,Cheetah Net Supply Chain Service Inc.,5.21M,-1.89%,21013,7.70M
SRM,"SRM Entertainment, Inc.",4.62M,-0.54%,170291,4.59M
ZAPP,Zapp Electric Vehicles Group Limited,4.58M,-5.58%,549266,17.44K
VMAR,Vision Marine Technologies Inc.,4.57M,7.76%,1562864,2.11M
NVFY,"Nova LifeStyle, Inc.",4.48M,10.12%,50681,9.96M
AYRO,"Ayro, Inc.",4.48M,-2.67%,31990,221.67K
CTHR,"Charles & Colvard, Ltd.",4.34M,-,8175,23.68M
KXIN,Kaixin Holdings,4.16M,6.82%,115619,12.68M
JXG,JX Luxventure Group Inc.,4.12M,2.26%,20865,38.49M
OCTO,Eightco Holdings Inc.,4.03M,-3.51%,28305,39.84M
IVP,"Inspire Veterinary Partners, Inc.",3.21M,2.11%,257014,17.05M
EZGO,EZGO Technologies Ltd.,3.17M,5.74%,152195,21.13M
NVVE,Nuvve Holding Corp.,3.00M,24.91%,15054275,5.14M
TRNR,Interactive Strength Inc.,2.81M,-1.45%,170211,3.18M
SPGC,"Sacks Parente Golf, Inc.",2.59M,-6.08%,2506067,2.49M
VLCN,"Volcon, Inc.",1.79M,-5.04%,55297944,4.13M
BQ,Boqii Holding Limited,1.78M,-,62900,81.21M
JFBR,Jeffs' Brands Ltd,1.65M,4.07%,58233,12.34M
AREB,"American Rebel Holdings, Inc.",1.53M,8.40%,109661,15.45M
SBET,"SharpLink Gaming, Inc.",1.51M,-2.33%,475700,3.87M
