Symbol,Company Name,Market Cap,% Change,Volume,Revenue
CASS,"Cass Information Systems, Inc.",576.96M,3.51%,30126,219.89M
IIIN,"Insteel Industries, Inc.",555.33M,0.46%,99620,537.19M
TWI,"Titan International, Inc.",545.52M,-0.35%,771786,1.85B
MVST,"Microvast Holdings, Inc.",544.40M,7.64%,6502246,370.99M
EBF,"Ennis, Inc.",538.98M,1.17%,113311,399.35M
SBC,SBC Medical Group Holdings Incorporated,526.08M,5.57%,20792,223.34M
GHM,Graham Corporation,510.74M,4.13%,69894,196.40M
ZJK,"ZJK Industrial Co., Ltd.",505.78M,4.30%,39042,35.89M
NWPX,Northwest Pipe Company,500.60M,4.28%,110522,483.09M
ASC,Ardmore Shipping Corporation,496.58M,1.29%,746621,422.62M
WLDN,"Willdan Group, Inc.",495.22M,-0.14%,108471,577.41M
KELYA,"Kelly Services, Inc.",494.98M,1.83%,196104,4.37B
KELYB,"Kelly Services, Inc.",494.65M,-1.00%,45,4.37B
ACCO,ACCO Brands Corporation,480.19M,1.57%,491167,1.71B
AIRJ,AirJoule Technologies Corporation,470.20M,3.19%,47094,-
SWBI,"Smith & Wesson Brands, Inc.",467.75M,2.21%,347889,514.65M
SPIR,"Spire Global, Inc.",461.55M,7.29%,357913,107.22M
BOC,Boston Omaha Corporation,451.60M,0.84%,39656,105.01M
BWMN,Bowman Consulting Group Ltd.,449.64M,3.47%,92948,406.31M
BBCP,"Concrete Pumping Holdings, Inc.",444.16M,0.72%,131176,425.87M
KE,"Kimball Electronics, Inc.",441.04M,1.94%,109032,1.59B
TRC,Tejon Ranch Co.,439.63M,2.05%,61295,40.12M
TITN,Titan Machinery Inc.,432.78M,6.63%,271040,2.79B
ACTG,Acacia Research Corporation,418.68M,1.42%,108985,165.78M
SHYF,"The Shyft Group, Inc.",407.57M,3.60%,124044,787.08M
BLDP,Ballard Power Systems Inc.,405.73M,3.05%,12262639,91.96M
SB,"Safe Bulkers, Inc.",391.87M,5.76%,1356499,318.43M
MTRX,Matrix Service Company,389.21M,3.86%,148396,696.13M
OFLX,"Omega Flex, Inc.",389.04M,0.23%,8180,102.86M
EAF,GrafTech International Ltd.,378.04M,0.68%,870502,541.71M
QUAD,"Quad/Graphics, Inc.",371.09M,-0.70%,402311,2.75B
ASLE,AerSale Corporation,368.75M,2.97%,132273,344.75M
LXFR,Luxfer Holdings PLC,367.22M,1.03%,90050,384.40M
AMPX,"Amprius Technologies, Inc.",353.84M,-,1624411,17.48M
EVTL,Vertical Aerospace Ltd.,347.02M,-0.20%,513189,-
CYRX,"Cryoport, Inc.",345.52M,-5.28%,247386,226.11M
MTW,"The Manitowoc Company, Inc.",343.89M,4.15%,278589,2.18B
NL,"NL Industries, Inc.",343.40M,-2.50%,51572,150.69M
PANL,"Pangaea Logistics Solutions, Ltd.",339.75M,3.36%,136827,521.24M
PAMT,Pamt Corp.,335.67M,0.20%,17865,728.28M
PKOH,Park-Ohio Holdings Corp.,331.37M,1.72%,23491,1.66B
TATT,TAT Technologies Ltd.,329.85M,5.79%,29730,142.91M
MEC,"Mayville Engineering Company, Inc.",323.70M,1.69%,51552,608.88M
RLGT,"Radiant Logistics, Inc.",322.01M,1.89%,38520,795.24M
MG,"Mistras Group, Inc.",308.55M,2.37%,64822,738.98M
BLDE,"Blade Air Mobility, Inc.",307.77M,3.69%,279330,241.81M
ORN,"Orion Group Holdings, Inc.",303.04M,-0.13%,190523,781.11M
FSTR,L.B. Foster Company,300.54M,1.85%,26967,537.46M
CIX,CompX International Inc.,300.08M,0.08%,7525,150.69M
FREY,"FREYR Battery, Inc.",291.59M,-,974548,-
FORR,"Forrester Research, Inc.",290.26M,2.28%,49324,442.52M
PKE,Park Aerospace Corp.,290.11M,1.11%,62009,61.42M
RGP,"Resources Connection, Inc.",277.30M,3.08%,194135,582.06M
RR,Richtech Robotics Inc.,275.65M,4.24%,6126095,4.24M
AMBI,Ambipar Emergency Response,270.22M,-0.51%,1062,582.48M
SATL,Satellogic Inc.,264.74M,-0.71%,360073,13.72M
ARQ,"Arq, Inc.",260.60M,-0.16%,113719,110.02M
TG,Tredegar Corporation,259.58M,-,72223,717.37M
AZUL,Azul S.A.,251.73M,-3.03%,770641,3.47B
TBI,"TrueBlue, Inc.",249.77M,7.92%,157096,1.67B
EVI,"EVI Industries, Inc.",246.02M,0.23%,13873,359.11M
FLYX,"flyExclusive, Inc.",244.55M,-9.11%,15752,311.87M
PAL,"Proficient Auto Logistics, Inc.",244.35M,-1.42%,184806,147.41M
ALTG,Alta Equipment Group Inc.,242.77M,6.10%,158459,1.90B
RAIL,"FreightCar America, Inc.",230.70M,3.30%,97205,548.33M
NVX,NOVONIX Limited,226.60M,2.10%,158893,6.88M
ESEA,Euroseas Ltd.,226.33M,4.87%,30140,208.65M
GENC,"Gencor Industries, Inc.",224.56M,3.65%,20460,113.12M
DSX,Diana Shipping Inc.,216.74M,1.11%,158761,231.15M
HSHP,Himalaya Shipping Ltd.,215.10M,5.18%,113565,112.30M
POWW,"AMMO, Inc.",210.20M,1.14%,942472,135.50M
GASS,StealthGas Inc.,210.16M,3.25%,79717,157.93M
CRGO,Freightos Limited,201.88M,-1.92%,70000,22.46M
RITR,Reitar Logtech Holdings Limited,200.44M,2.56%,36935,47.95M
ADUR,Aduro Clean Technologies Inc.,199.82M,2.03%,41689,213.43K
ISSC,"Innovative Solutions and Support, Inc.",199.42M,-0.44%,227644,47.20M
KNOP,KNOT Offshore Partners LP,195.65M,2.00%,55143,299.79M
SMHI,SEACOR Marine Holdings Inc.,193.79M,3.24%,60204,274.64M
ESOA,Energy Services of America Corporation,192.65M,1.13%,194357,351.88M
JYD,Jayud Global Logistics Limited,186.19M,8.49%,47315,82.43M
SKYX,SKYX Platforms Corp.,184.50M,16.88%,764254,84.77M
HQI,"HireQuest, Inc.",182.00M,0.70%,4836,36.28M
PESI,"Perma-Fix Environmental Services, Inc.",180.76M,1.73%,169466,67.13M
HTCO,High-Trend International Group,178.30M,6.46%,54415,80.57M
BOOM,DMC Global Inc.,166.62M,1.34%,157246,664.51M
LNZA,"LanzaTech Global, Inc.",166.51M,-7.89%,1599718,58.03M
EML,The Eastern Company,165.89M,0.90%,8021,284.46M
BTOC,Armlogi Holding Corp.,159.21M,1.33%,187382,168.21M
SLND,"Southland Holdings, Inc.",159.11M,-0.67%,39217,1.03B
MHH,"Mastech Digital, Inc.",158.97M,2.11%,9557,194.25M
CSTE,Caesarstone Ltd.,158.88M,6.73%,23621,473.88M
TWIN,"Twin Disc, Incorporated",158.67M,-0.09%,11969,304.47M
VATE,INNOVATE Corp.,157.01M,4.50%,146421,1.23B
FCEL,"FuelCell Energy, Inc.",156.44M,5.23%,618562,112.13M
NNBR,"NN, Inc.",155.83M,2.97%,136371,470.31M
RCMT,"RCM Technologies, Inc.",151.56M,2.68%,97047,272.50M
LTBR,Lightbridge Corporation,151.05M,3.01%,2704350,-
TUSK,"Mammoth Energy Services, Inc.",146.79M,5.17%,54808,187.51M
BAER,"Bridger Aerospace Group Holdings, Inc.",140.34M,-0.38%,168716,84.14M
HURC,"Hurco Companies, Inc.",139.50M,2.80%,17474,186.58M
SPCE,"Virgin Galactic Holdings, Inc.",137.16M,4.17%,1588956,9.42M
SHIP,Seanergy Maritime Holdings Corp.,137.07M,1.06%,272062,165.21M
HTLM,HomesToLife Ltd,134.53M,3.50%,24829,4.56M
BW,"Babcock & Wilcox Enterprises, Inc.",131.10M,3.73%,466504,878.22M
BEEP,Mobile Infrastructure Corporation,127.48M,-2.72%,21287,35.74M
MIMI,Mint Incorporation Limited,127.29M,-6.59%,319663,4.38M
ULBI,Ultralife Corporation,122.21M,0.41%,43350,165.15M
SKBL,Skyline Builders Group Holding Limited,120.00M,-10.71%,112610,48.82M
PPIH,"Perma-Pipe International Holdings, Inc.",118.54M,-0.34%,12433,153.58M
BLNK,Blink Charging Co.,118.38M,-0.85%,3049234,138.73M
ELVA,Electrovaya Inc.,118.24M,10.50%,30916,44.62M
QRHC,Quest Resource Holding Corporation,115.50M,0.36%,35325,287.90M
GIFI,"Gulf Island Fabrication, Inc.",115.45M,0.86%,38747,166.33M
WLGS,"WANG & LEE GROUP, Inc.",113.81M,1.21%,180593,7.27M
NEOV,NeoVolta Inc.,109.09M,-4.94%,173735,2.47M
OPTT,"Ocean Power Technologies, Inc.",108.07M,9.78%,12955542,7.08M
MSW,Ming Shing Group Holdings Limited,107.04M,-0.12%,37082,27.57M
DLHC,DLH Holdings Corp.,106.03M,-0.27%,27623,395.94M
TAYD,"Taylor Devices, Inc.",102.30M,-2.45%,12884,44.49M
SHMD,SCHMID Group N.V.,97.98M,14.57%,85163,99.75M
IVAC,"Intevac, Inc.",90.09M,-2.62%,45774,65.57M
HUHU,HUHUTECH International Group Inc.,88.08M,-,5576,17.49M
CODA,"Coda Octopus Group, Inc.",87.62M,-1.76%,7333,20.32M
SNT,Senstar Technologies Corporation,84.27M,1.83%,33501,34.46M
SHIM,Shimmick Corporation,84.15M,1.63%,9880,514.75M
CBAT,"CBAK Energy Technology, Inc.",83.05M,-0.76%,136731,207.42M
INVE,"Identiv, Inc.",82.64M,0.87%,23746,104.22M
SFWL,Shengfeng Development Limited,82.27M,0.73%,6606,446.28M
ESP,Espey Mfg. & Electronics Corp.,78.91M,-1.63%,5564,40.61M
TISI,"Team, Inc.",77.86M,-1.75%,7235,853.11M
TPIC,"TPI Composites, Inc.",67.54M,-6.58%,970679,1.30B
GWH,"ESS Tech, Inc.",67.02M,4.64%,43096,6.24M
NKLA,Nikola Corporation,66.97M,10.11%,13788265,75.53M
SRFM,Surf Air Mobility Inc.,66.85M,3.46%,229220,118.21M
LASE,Laser Photonics Corporation,64.90M,2.84%,161211,3.08M
SCWO,374Water Inc.,64.33M,-7.71%,249055,313.93K
INLF,INLIF Limited,63.37M,8.71%,326100,14.52M
CVU,"CPI Aerostructures, Inc.",62.53M,-2.24%,41967,82.81M
XCH,XCHG Limited,61.53M,2.48%,140036,39.07M
SST,"System1, Inc.",60.97M,2.55%,136233,364.45M
CLIR,ClearSign Technologies Corporation,58.87M,-2.33%,69982,4.28M
APT,"Alpha Pro Tech, Ltd.",58.84M,0.94%,26942,59.29M
RFIL,"RF Industries, Ltd.",57.57M,-1.27%,58883,64.86M
BGSF,"BGSF, Inc.",57.55M,1.75%,5740,281.66M
IPWR,Ideal Power Inc.,57.03M,1.16%,6266,142.11K
STI,Solidion Technology Inc.,56.70M,17.92%,25595657,5.33K
AIRT,"Air T, Inc.",55.67M,-1.51%,3452,284.09M
MESA,"Mesa Air Group, Inc.",53.29M,2.38%,158396,475.52M
YSXT,"YSX Tech. Co., Ltd",52.54M,-5.04%,37198,58.55M
TORO,Toro Corp.,52.48M,6.97%,53862,80.63M
JUNE,Junee Limited,51.90M,6.97%,3852,2.90M
BEST,BEST Inc.,51.23M,-,9955,1.18B
AP,Ampco-Pittsburgh Corporation,47.62M,-2.07%,16306,425.48M
SDST,Stardust Power Inc.,46.40M,-14.57%,4363924,-
KSCP,"Knightscope, Inc.",45.41M,7.80%,195623,11.01M
AGFY,Agrify Corporation,45.24M,16.37%,13743,10.39M
OPXS,"Optex Systems Holdings, Inc",44.92M,2.50%,17515,34.00M
SGRP,"SPAR Group, Inc.",44.27M,-,56433,228.87M
LBGJ,Li Bang International Corporation Inc.,42.93M,1.33%,28726,10.79M
ESGL,ESGL Holdings Limited,42.65M,-7.83%,258,6.22M
NCEW,New Century Logistics (BVI) Limited,41.93M,1.04%,13671,52.18M
PPSI,"Pioneer Power Solutions, Inc.",40.42M,-,30725,34.04M
HHS,"Harte Hanks, Inc.",39.21M,3.46%,43632,187.60M
BWEN,"Broadwind, Inc.",38.26M,2.37%,40917,156.17M
RAYA,Erayak Power Solution Group Inc.,35.98M,-3.02%,5076,22.82M
HSON,"Hudson Global, Inc.",35.29M,0.78%,253,140.43M
NIXX,"Nixxy, Inc.",34.67M,-4.00%,161705,668.69K
TRSG,Tungray Technologies Inc.,32.99M,3.46%,842,14.44M
MTEN,Mingteng International Corporation Inc.,32.28M,-,56789,9.14M
SPAI,Safe Pro Group Inc.,31.92M,-3.33%,104682,1.56M
EDRY,EuroDry Ltd.,31.47M,-1.33%,37815,65.09M
APWC,Asia Pacific Wire & Cable Corporation Limited,31.34M,-,8394,468.13M
NTIP,"Network-1 Technologies, Inc.",31.33M,-0.73%,5798,1.88M
TPCS,TechPrecision Corporation,30.92M,4.58%,5893,33.18M
DXST,Decent Holding Inc.,30.88M,11.11%,313021,4.33M
TOPP,Toppoint Holdings Inc.,30.80M,-4.35%,57966,15.87M
GTEC,Greenland Technologies Holding Corporation,30.66M,-3.63%,88154,87.35M
NISN,"Nisun International Enterprise Development Group Co., Ltd",30.61M,9.79%,69987,452.26M
FTEK,"Fuel Tech, Inc.",30.10M,-0.11%,49958,26.20M
FPAY,"FlexShopper, Inc.",29.83M,-2.11%,45039,134.56M
FLUX,"Flux Power Holdings, Inc.",29.78M,2.00%,49984,60.82M
HYFM,"Hydrofarm Holdings Group, Inc.",29.21M,-2.60%,36852,200.16M
ONEG,OneConstruction Group Limited,28.99M,-4.29%,18155,63.46M
AERT,"Aeries Technology, Inc",28.04M,6.78%,80329,72.14M
GLBS,Globus Maritime Limited,27.79M,-2.17%,70706,33.29M
FGL,Founder Group Limited,27.24M,-0.62%,84115,23.27M
VCIG,VCI Global Limited,27.13M,-2.91%,1418201,23.55M
SVT,"Servotronics, Inc.",26.82M,-5.77%,900,47.49M
LICY,Li-Cycle Holdings Corp.,26.13M,-5.94%,1760645,27.40M
EHGO,Eshallgo Inc.,26.06M,-0.89%,46648,16.96M
PMEC,Primech Holdings Ltd.,25.97M,-3.74%,12193,72.52M
JOB,GEE Group Inc.,25.66M,3.76%,98895,116.48M
CTRM,Castor Maritime Inc.,25.56M,0.19%,47159,76.44M
SIDU,"Sidus Space, Inc.",25.19M,10.34%,1295415,5.19M
XOS,"Xos, Inc.",24.73M,2.67%,11329,62.86M
CVV,CVD Equipment Corporation,24.16M,-3.84%,29055,23.57M
GP,GreenPower Motor Company Inc.,23.69M,2.49%,36544,21.60M
EPOW,"Sunrise New Energy Co., Ltd.",23.27M,2.35%,2951,46.63M
SIF,"SIFCO Industries, Inc.",22.46M,-1.62%,1235,79.63M
HKPD,Hong Kong Pharma Digital Technology Holdings Limited,22.00M,1.52%,88400,16.69M
CETY,"Clean Energy Technologies, Inc.",21.78M,-1.18%,148926,11.78M
SPCB,SuperCom Ltd.,21.40M,-1.23%,149587,26.84M
SFHG,Samfine Creation Holdings Group Limited,20.30M,4.17%,1819123,19.01M
TOMZ,"TOMI Environmental Solutions, Inc.",20.02M,3.44%,26929,8.20M
PRZO,ParaZero Technologies Ltd.,19.98M,0.56%,352987,558.38K
PSHG,Performance Shipping Inc.,19.52M,-4.85%,119181,89.61M
CCTG,CCSC Technology International Holdings Limited,19.46M,1.20%,8899,16.46M
PGHL,Primega Group Holdings Limited,19.44M,-5.38%,313334,13.46M
HOVR,New Horizon Aircraft Ltd.,19.05M,0.08%,473178,-
CLIK,Click Holdings Limited,18.48M,12.77%,46771,5.66M
DPRO,Draganfly Inc.,17.63M,4.84%,50127,4.34M
GLXG,Galaxy Payroll Group Limited,17.32M,-1.91%,45491,3.86M
LIQT,"LiqTech International, Inc.",17.10M,-,3557,15.13M
USEA,United Maritime Corporation,16.32M,1.37%,19161,46.16M
DFLI,Dragonfly Energy Holdings Corp.,15.90M,-4.76%,83667,48.87M
DEVS,DevvStream Corp.,15.66M,-4.58%,112974,-
ILAG,Intelligent Living Application Group Inc.,15.48M,1.23%,2778,8.98M
XTIA,"XTI Aerospace, Inc.",15.46M,-1.06%,166747,2.17M
GFAI,"Guardforce AI Co., Limited",15.25M,2.76%,994805,35.84M
SKK,SKK Holdings Limited,15.00M,2.62%,172973,8.63M
MNTS,Momentus Inc.,14.91M,-10.39%,927092,2.85M
CVR,Chicago Rivet & Machine Co.,14.88M,-,237,29.66M
LSH,Lakeside Holding Limited,14.70M,-2.49%,100234,18.25M
AQMS,"Aqua Metals, Inc.",14.62M,16.48%,366934,-
AIRI,Air Industries Group,14.51M,1.65%,17057,53.66M
SUGP,SU Group Holdings Limited,14.40M,5.07%,27628,23.45M
RVSN,Rail Vision Ltd.,14.00M,2.14%,1327187,903.00K
CDTG,CDT Environmental Technology Investment Holdings Limited,13.64M,-,14237,31.43M
AWX,Avalon Holdings Corporation,13.14M,-4.20%,8374,83.49M
VRME,"VerifyMe, Inc.",13.02M,-0.80%,718810,25.26M
PSIG,PS International Group Ltd.,12.34M,2.79%,29061,112.32M
GVH,Globavend Holdings Limited,11.69M,12.38%,62714,17.57M
PC,Premium Catering (Holdings) Limited,11.36M,-1.38%,34627,3.81M
LNKS,Linkers Industries Limited,11.18M,-1.05%,38814,4.75M
ZONE,"CleanCore Solutions, Inc.",10.55M,25.48%,3519616,1.64M
INTJ,Intelligent Group Limited,10.37M,-2.69%,42110,2.34M
KITT,"Nauticus Robotics, Inc.",10.32M,0.63%,3350601,2.40M
SPPL,Simpple Ltd.,10.22M,-1.11%,61656,3.47M
CLWT,Euro Tech Holdings Company Limited,10.03M,0.78%,10203,17.24M
UGRO,"urban-gro, Inc.",9.32M,1.04%,15225,70.32M
GWAV,"Greenwave Technology Solutions, Inc.",9.06M,6.55%,11849569,33.92M
MWG,Multi Ways Holdings Limited,8.96M,-1.99%,19530,35.74M
JCSE,JE Cleantech Holdings Limited,8.92M,-1.18%,15229,14.72M
ARTW,"Art's-Way Manufacturing Co., Inc.",8.35M,-2.35%,29026,25.18M
OP,OceanPal Inc.,8.33M,-1.29%,9626,25.73M
IVDA,"Iveda Solutions, Inc.",8.20M,-1.63%,59920,5.31M
ROMA,Roma Green Finance Limited,8.12M,2.26%,45275,1.03M
HIHO,Highway Holdings Limited,8.06M,-,6534,7.35M
GRNQ,Greenpro Capital Corp.,7.24M,0.63%,31033,2.73M
POLA,"Polar Power, Inc.",7.02M,-0.53%,6775,14.95M
CEAD,CEA Industries Inc.,5.80M,-2.98%,248,-
CHNR,"China Natural Resources, Inc.",5.74M,-4.43%,31733,-
NXU,"Nxu, Inc.",5.72M,0.20%,8704156,396.00K
PMAX,Powell Max Limited,5.62M,4.72%,413249,5.97M
BURU,"Nuburu, Inc.",5.38M,-9.89%,1845208,517.57K
SOAR,"Volato Group, Inc.",5.21M,-4.74%,543951,102.27M
IPDN,"Professional Diversity Network, Inc.",5.17M,-4.84%,45246,7.01M
UUU,"Universal Security Instruments, Inc.",5.16M,-2.62%,21208,21.29M
STAF,"Staffing 360 Solutions, Inc.",5.10M,2.15%,24248,176.82M
CISS,C3is Inc.,5.04M,0.85%,85524,46.66M
LICN,Lichen China Limited,4.70M,-1.35%,3425074,41.93M
BKYI,"BIO-key International, Inc.",4.65M,0.81%,205403,7.29M
YGMZ,MingZhu Logistics Holdings Limited,4.64M,-4.14%,45667,55.81M
GPUS,"Hyperscale Data, Inc.",4.36M,2.34%,22845,139.43M
ATXG,Addentax Group Corp.,4.25M,6.59%,11220,4.96M
AEHL,Antelope Enterprise Holdings Limited,4.16M,4.96%,1963510,69.08M
SGLY,Singularity Future Technology Ltd.,3.68M,-7.89%,1693082,2.74M
EFSH,1847 Holdings LLC,3.54M,3.67%,1032930,69.42M
SUNE,SUNation Energy Inc.,3.21M,-2.75%,27227,60.93M
SGBX,Safe & Green Holdings Corp.,3.00M,0.49%,267881,5.89M
XPON,Expion360 Inc.,2.83M,-,86200,4.50M
ZCAR,"Zoomcar Holdings, Inc.",2.29M,-4.31%,114699,9.09M
KWE,KWESST Micro Systems Inc.,1.31M,11.14%,2042614,1.11M
SMX,SMX (Security Matters) Public Limited Company,964.08K,-6.74%,512709,-
ICON,Icon Energy Corp.,464.00K,-7.78%,2338684,4.81M
